,product_category,product_price,total_sessions,product_view_sessions,add_to_cart_sessions,purchase_sessions,view_to_cart_percentage,cart_to_purchase_percentage,view_to_purchase_percentage,avg_view_to_cart_sec,avg_cart_to_purchase_sec
0,${escCatTitle},790000,13,5,14,0,280.0,0.0,0.0,9.0,781.0
1,${escCatTitle},990000,187,86,178,0,206.98,0.0,0.0,-16.41,691.86
2,${escCatTitle},1000000,1,1,1,0,100.0,0.0,0.0,,
3,${escCatTitle},1200000,41,18,38,0,211.11,0.0,0.0,50.86,652.5
4,${escCatTitle},1250000,17,5,16,0,320.0,0.0,0.0,52.0,892.0
5,${escCatTitle},1500000,399,148,374,0,252.7,0.0,0.0,101.32,961.94
6,${escCatTitle},1590000,62,31,64,0,206.45,0.0,0.0,8.2,670.57
7,${escCatTitle},1990000,1130,595,1112,0,186.89,0.0,0.0,22.24,892.27
8,${escCatTitle},2000000,13,2,15,0,750.0,0.0,0.0,,
9,${escCatTitle},2390000,74,34,80,0,235.29,0.0,0.0,90.4,967.71
10,${escCatTitle},2400000,27,2,33,0,1650.0,0.0,0.0,2.0,216.0
11,${escCatTitle},2500000,83,25,86,0,344.0,0.0,0.0,6.0,507.33
12,${escCatTitle},2800000,140,99,269,0,271.72,0.0,0.0,7.04,536.5
13,${escCatTitle},2990000,892,324,1017,0,313.89,0.0,0.0,6.84,724.18
14,${escCatTitle},3190000,40,5,48,0,960.0,0.0,0.0,7.5,831.11
15,${escCatTitle},3500000,753,567,1078,0,190.12,0.0,0.0,30.07,714.58
16,${escCatTitle},3600000,12,12,10,0,83.33,0.0,0.0,8.5,
17,${escCatTitle},3990000,538,154,593,0,385.06,0.0,0.0,-54.95,772.45
18,${escCatTitle},4400000,7,0,7,0,,0.0,,,281.5
19,${escCatTitle},4500000,123,101,87,0,86.14,0.0,0.0,38.89,
20,${escCatTitle},4790000,42,12,41,0,341.67,0.0,0.0,47.4,546.13
21,${escCatTitle},4990000,536,316,488,0,154.43,0.0,0.0,4.17,756.61
22,${escCatTitle},5500000,100,79,72,0,91.14,0.0,0.0,46.0,757.67
23,${escCatTitle},5590000,36,8,35,0,437.5,0.0,0.0,21.0,803.5
24,${escCatTitle},5990000,228,69,218,0,315.94,0.0,0.0,62.85,784.79
25,${escCatTitle},6390000,6,4,5,0,125.0,0.0,0.0,,
26,${escCatTitle},6990000,408,287,298,0,103.83,0.0,0.0,30.45,1083.5
27,${escCatTitle},7190000,43,13,42,0,323.08,0.0,0.0,9.5,620.9
28,${escCatTitle},7990000,234,134,199,0,148.51,0.0,0.0,59.96,396.08
29,${escCatTitle},8790000,60,16,61,0,381.25,0.0,0.0,5.0,961.13
30,${escCatTitle},8990000,404,128,381,0,297.66,0.0,0.0,-150.67,852.66
31,${escCatTitle},9590000,18,11,16,0,145.45,0.0,0.0,3.67,
32,${escCatTitle},9990000,266,102,243,0,238.24,0.0,0.0,121.44,934.15
33,${escCatTitle},10390000,41,13,40,0,307.69,0.0,0.0,3.0,427.0
34,${escCatTitle},10990000,648,251,638,0,254.18,0.0,0.0,89.02,681.79
35,${escCatTitle},11190000,27,3,26,0,866.67,0.0,0.0,,907.5
36,${escCatTitle},11990000,144,60,125,0,208.33,0.0,0.0,14.2,654.5
37,${escCatTitle},12790000,32,2,32,0,1600.0,0.0,0.0,,710.75
38,${escCatTitle},12990000,378,122,360,0,295.08,0.0,0.0,38.58,735.56
39,${escCatTitle},13590000,190,39,283,0,725.64,0.0,0.0,-47.78,697.3
40,${escCatTitle},13990000,102,40,111,0,277.5,0.0,0.0,11.33,1053.9
41,${escCatTitle},14390000,4,0,5,0,,0.0,,,
42,${escCatTitle},14990000,181,74,149,0,201.35,0.0,0.0,106.89,820.36
43,${escCatTitle},15190000,248,37,394,0,1064.86,0.0,0.0,-2.14,877.21
44,${escCatTitle},15990000,293,45,430,0,955.56,0.0,0.0,183.93,741.38
45,${escCatTitle},16790000,22,14,41,0,292.86,0.0,0.0,30.4,1195.0
46,${escCatTitle},16990000,1862,1025,3011,0,293.76,0.0,0.0,39.85,940.09
47,${escCatTitle},17590000,107,13,137,0,1053.85,0.0,0.0,12.0,883.88
48,${escCatTitle},17990000,66,32,61,0,190.63,0.0,0.0,175.0,1677.0
49,${escCatTitle},18390000,18,5,17,0,340.0,0.0,0.0,305.0,547.5
50,${escCatTitle},18990000,1512,503,2546,0,506.16,0.0,0.0,53.38,771.5
51,${escCatTitle},19190000,78,42,97,0,230.95,0.0,0.0,56.5,496.08
52,${escCatTitle},19990000,1117,325,1498,0,460.92,0.0,0.0,25.71,790.27
53,${escCatTitle},20990000,84,21,143,0,680.95,0.0,0.0,-53.2,636.5
54,${escCatTitle},21590000,14,11,16,0,145.45,0.0,0.0,-1.25,380.33
55,${escCatTitle},21990000,512,261,645,0,247.13,0.0,0.0,37.82,864.05
56,${escCatTitle},22390000,5,1,6,0,600.0,0.0,0.0,,430.5
57,${escCatTitle},22990000,180,112,147,0,131.25,0.0,0.0,11.13,1016.45
58,${escCatTitle},23190000,4,1,3,0,300.0,0.0,0.0,,317.5
59,${escCatTitle},23990000,273,153,367,0,239.87,0.0,0.0,126.52,729.94
60,${escCatTitle},24990000,714,258,820,0,317.83,0.0,0.0,67.87,963.14
61,${escCatTitle},25000000,53,52,83,0,159.62,0.0,0.0,69.17,467.15
62,${escCatTitle},26390000,20,3,25,0,833.33,0.0,0.0,,1242.0
63,${escCatTitle},27190000,14,3,27,0,900.0,0.0,0.0,,374.0
64,${escCatTitle},27990000,45,10,59,0,590.0,0.0,0.0,151.0,543.08
65,${escCatTitle},28990000,48,15,44,0,293.33,0.0,0.0,,787.17
66,${escCatTitle},29990000,270,43,531,0,1234.88,0.0,0.0,-75.4,1051.0
67,${escCatTitle},30390000,19,9,20,0,222.22,0.0,0.0,82.25,518.75
68,${escCatTitle},31990000,30,4,32,0,800.0,0.0,0.0,10.0,566.75
69,${escCatTitle},32990000,84,41,81,0,197.56,0.0,0.0,392.83,785.43
70,${escCatTitle},33590000,259,0,443,0,,0.0,,,362.34
71,${escCatTitle},33990000,75,32,163,0,509.38,0.0,0.0,-51.62,605.94
72,${escCatTitle},34990000,204,36,238,0,661.11,0.0,0.0,233.4,659.9
73,${escCatTitle},35200000,7,0,9,0,,0.0,,,2985.0
74,${escCatTitle},35990000,11,0,11,0,,0.0,,,771.0
75,${escCatTitle},37990000,92,77,109,0,141.56,0.0,0.0,62.86,531.4
76,${escCatTitle},38390000,2,1,1,0,100.0,0.0,0.0,-480.0,
77,${escCatTitle},39990000,206,97,209,0,215.46,0.0,0.0,90.85,1130.85
78,${escCatTitle},41590000,10,2,9,0,450.0,0.0,0.0,5.0,371.67
79,${escCatTitle},41990000,480,1,871,0,87100.0,0.0,0.0,,482.76
80,${escCatTitle},43990000,48,15,55,0,366.67,0.0,0.0,-41.33,453.33
81,${escCatTitle},44790000,105,34,140,0,411.76,0.0,0.0,9.5,613.71
82,${escCatTitle},44990000,49,3,51,0,1700.0,0.0,0.0,,992.11
83,${escCatTitle},46390000,3,0,3,0,,0.0,,,834.0
84,${escCatTitle},47190000,5,0,5,0,,0.0,,,
85,${escCatTitle},47990000,54,17,45,0,264.71,0.0,0.0,,602.33
86,${escCatTitle},49990000,92,52,74,0,142.31,0.0,0.0,-1.12,611.17
87,${escCatTitle},50000000,30,27,31,0,114.81,0.0,0.0,52.38,348.75
88,${escCatTitle},51990000,135,93,123,0,132.26,0.0,0.0,192.88,1065.78
89,${escCatTitle},54990000,32,8,38,0,475.0,0.0,0.0,,652.8
90,${escCatTitle},55990000,761,327,1031,0,315.29,0.0,0.0,88.44,868.0
91,${escCatTitle},57990000,11,19,8,0,42.11,0.0,0.0,77.0,
92,${escCatTitle},58990000,39,15,36,0,240.0,0.0,0.0,,412.5
93,${escCatTitle},59990000,182,76,175,0,230.26,0.0,0.0,-46.4,672.42
94,${escCatTitle},61590000,1,0,1,0,,0.0,,,
95,${escCatTitle},63990000,15,1,17,0,1700.0,0.0,0.0,,522.0
96,${escCatTitle},64990000,40,6,70,0,1166.67,0.0,0.0,,825.0
97,${escCatTitle},69990000,214,86,206,0,239.53,0.0,0.0,7.83,687.95
98,${escCatTitle},71990000,3,1,3,0,300.0,0.0,0.0,,
99,${escCatTitle},74390000,37,2,54,0,2700.0,0.0,0.0,,787.71
100,${escCatTitle},74990000,365,92,609,0,661.96,0.0,0.0,58.7,623.42
101,${escCatTitle},75990000,2,0,2,0,,0.0,,,
102,${escCatTitle},76990000,27,19,17,0,89.47,0.0,0.0,2.0,2964.0
103,${escCatTitle},79190000,38,3,43,0,1433.33,0.0,0.0,,512.21
104,${escCatTitle},79990000,142,38,139,0,365.79,0.0,0.0,15.0,557.84
105,${escCatTitle},83990000,20,3,20,0,666.67,0.0,0.0,438.0,735.25
106,${escCatTitle},87990000,64,3,97,0,3233.33,0.0,0.0,30.0,528.0
107,${escCatTitle},89990000,65,62,39,0,62.9,0.0,0.0,64.5,151.0
108,${escCatTitle},92990000,101,24,165,0,687.5,0.0,0.0,507.0,1277.67
109,${escCatTitle},94990000,11,0,16,0,,0.0,,,142.0
110,${escCatTitle},95990000,56,3,91,0,3033.33,0.0,0.0,,499.69
111,${escCatTitle},97990000,12,12,7,0,58.33,0.0,0.0,,
112,${escCatTitle},98990000,159,41,214,0,521.95,0.0,0.0,73.5,895.71
113,${escCatTitle},99990000,578,309,530,0,171.52,0.0,0.0,88.21,766.76
114,${escCatTitle},100000000,25,7,37,0,528.57,0.0,0.0,368.0,377.2
115,${escCatTitle},104990000,49,23,57,0,247.83,0.0,0.0,14.25,1287.83
116,${escCatTitle},107990000,5,2,10,0,500.0,0.0,0.0,,
117,${escCatTitle},109990000,196,64,281,0,439.06,0.0,0.0,193.6,845.69
118,${escCatTitle},111990000,1,0,1,0,,0.0,,,
119,${escCatTitle},119990000,138,33,221,0,669.7,0.0,0.0,-8.5,846.3
120,${escCatTitle},139990000,8,0,12,0,,0.0,,,
121,${escCatTitle},145990000,117,28,104,0,371.43,0.0,0.0,,783.5
122,${escCatTitle},249000000,5,4,4,0,100.0,0.0,0.0,,
123,${escCatTitle},250000000,16,3,31,0,1033.33,0.0,0.0,23.0,1310.0
124,${productitem.product.origCatName},790000,1,0,0,2,,,,,
125,${productitem.product.origCatName},990000,3,0,0,6,,,,,
126,${productitem.product.origCatName},1200000,6,0,0,12,,,,,
127,${productitem.product.origCatName},1500000,6,0,0,16,,,,,
128,${productitem.product.origCatName},1590000,9,0,0,18,,,,,
129,${productitem.product.origCatName},1990000,10,0,0,20,,,,,
130,${productitem.product.origCatName},2000000,1,0,0,2,,,,,
131,${productitem.product.origCatName},2390000,6,0,0,14,,,,,
132,${productitem.product.origCatName},2790000,2,0,0,4,,,,,
133,${productitem.product.origCatName},2800000,7,0,0,18,,,,,
134,${productitem.product.origCatName},2990000,10,0,0,24,,,,,
135,${productitem.product.origCatName},3190000,1,0,0,2,,,,,
136,${productitem.product.origCatName},3350000,1,0,0,2,,,,,
137,${productitem.product.origCatName},3490000,1,0,0,2,,,,,
138,${productitem.product.origCatName},3500000,3,0,0,6,,,,,
139,${productitem.product.origCatName},3600000,1,0,0,2,,,,,
140,${productitem.product.origCatName},3990000,6,0,0,12,,,,,
141,${productitem.product.origCatName},4080000,1,0,0,2,,,,,
142,${productitem.product.origCatName},4400000,1,0,0,2,,,,,
143,${productitem.product.origCatName},4500000,1,0,0,2,,,,,
144,${productitem.product.origCatName},4560000,2,0,0,4,,,,,
145,${productitem.product.origCatName},4790000,2,0,0,4,,,,,
146,${productitem.product.origCatName},4800000,1,0,0,2,,,,,
147,${productitem.product.origCatName},4990000,3,0,0,6,,,,,
148,${productitem.product.origCatName},5100000,1,0,0,2,,,,,
149,${productitem.product.origCatName},5700000,2,0,0,6,,,,,
150,${productitem.product.origCatName},6000000,1,0,0,2,,,,,
151,${productitem.product.origCatName},6150000,1,0,0,2,,,,,
152,${productitem.product.origCatName},6990000,3,0,0,6,,,,,
153,${productitem.product.origCatName},7190000,2,0,0,4,,,,,
154,${productitem.product.origCatName},7600000,3,0,0,6,,,,,
155,${productitem.product.origCatName},7990000,1,0,0,2,,,,,
156,${productitem.product.origCatName},8000000,2,0,0,4,,,,,
157,${productitem.product.origCatName},8790000,2,0,0,4,,,,,
158,${productitem.product.origCatName},8800000,1,0,0,2,,,,,
159,${productitem.product.origCatName},8990000,3,0,0,6,,,,,
160,${productitem.product.origCatName},9090000,1,0,0,2,,,,,
161,${productitem.product.origCatName},9200000,1,0,0,2,,,,,
162,${productitem.product.origCatName},9510000,2,0,0,4,,,,,
163,${productitem.product.origCatName},9600000,1,0,0,2,,,,,
164,${productitem.product.origCatName},9990000,1,0,0,2,,,,,
165,${productitem.product.origCatName},10630000,5,0,0,12,,,,,
166,${productitem.product.origCatName},10990000,2,0,0,6,,,,,
167,${productitem.product.origCatName},11000000,1,0,0,2,,,,,
168,${productitem.product.origCatName},11190000,7,0,0,16,,,,,
169,${productitem.product.origCatName},11750000,1,0,0,2,,,,,
170,${productitem.product.origCatName},11890000,2,0,0,4,,,,,
171,${productitem.product.origCatName},12990000,2,0,0,4,,,,,
172,${productitem.product.origCatName},13290000,4,0,0,8,,,,,
173,${productitem.product.origCatName},13590000,7,0,0,20,,,,,
174,${productitem.product.origCatName},13990000,5,0,0,10,,,,,
175,${productitem.product.origCatName},15190000,7,0,0,14,,,,,
176,${productitem.product.origCatName},15670000,1,0,0,2,,,,,
177,${productitem.product.origCatName},15990000,4,0,0,8,,,,,
178,${productitem.product.origCatName},16500000,1,0,0,4,,,,,
179,${productitem.product.origCatName},16990000,10,0,0,22,,,,,
180,${productitem.product.origCatName},17590000,3,0,0,6,,,,,
181,${productitem.product.origCatName},18990000,6,0,0,12,,,,,
182,${productitem.product.origCatName},19190000,3,0,0,6,,,,,
183,${productitem.product.origCatName},19990000,8,0,0,16,,,,,
184,${productitem.product.origCatName},24640000,1,0,0,2,,,,,
185,${productitem.product.origCatName},24990000,1,0,0,2,,,,,
186,${productitem.product.origCatName},27190000,1,0,0,2,,,,,
187,${productitem.product.origCatName},27990000,1,0,0,2,,,,,
188,${productitem.product.origCatName},28000000,1,0,0,2,,,,,
189,${productitem.product.origCatName},30390000,1,0,0,2,,,,,
190,${productitem.product.origCatName},31350000,1,0,0,2,,,,,
191,${productitem.product.origCatName},31990000,1,0,0,2,,,,,
192,${productitem.product.origCatName},33590000,2,0,0,6,,,,,
193,${productitem.product.origCatName},34990000,1,0,0,2,,,,,
194,${productitem.product.origCatName},41990000,1,0,0,2,,,,,
195,${productitem.product.origCatName},47990000,1,0,0,2,,,,,
196,${productitem.product.origCatName},55000000,1,0,0,2,,,,,
197,${productitem.product.origCatName},59990000,1,0,0,2,,,,,
198,${productitem.product.origCatName},67190000,1,0,0,2,,,,,
199,Accessories,3990000,14,0,0,28,,,,,
200,Accessories,4990000,8,0,0,16,,,,,
201,Accessories,7190000,12,0,0,30,,,,,
202,Accessories,8990000,10,0,0,20,,,,,
203,Accessories,13590000,4,0,0,8,,,,,
204,Accessories,16990000,4,0,0,10,,,,,
205,Accessories,33590000,1,0,0,2,,,,,
206,Accessories,39990000,4,0,0,8,,,,,
207,Accessories,41990000,1,0,0,2,,,,,
208,Accessories,47990000,1,0,0,2,,,,,
209,Accessories,49990000,2,0,0,4,,,,,
210,Accessories,59990000,3,0,0,6,,,,,
211,Android,11190000,3,0,0,6,,,,,
212,Android,13990000,2,0,0,4,,,,,
213,Android,15990000,12,0,0,24,,,,,
214,Android,19990000,11,0,0,22,,,,,
215,Apparel,1590000,1,0,0,4,,,,,
216,Apparel,4080000,14,0,0,38,,,,,
217,Apparel,4560000,70,0,0,234,,,,,
218,Apparel,4800000,61,0,0,174,,,,,
219,Apparel,4990000,1,0,0,2,,,,,
220,Apparel,5100000,15,0,0,50,,,,,
221,Apparel,5280000,4,0,0,8,,,,,
222,Apparel,5700000,51,0,0,180,,,,,
223,Apparel,6000000,44,0,0,182,,,,,
224,Apparel,6600000,2,0,0,4,,,,,
225,Apparel,6800000,13,0,0,30,,,,,
226,Apparel,7200000,9,0,0,20,,,,,
227,Apparel,7600000,51,0,0,118,,,,,
228,Apparel,8000000,25,0,0,62,,,,,
229,Apparel,8400000,27,0,0,64,,,,,
230,Apparel,8490000,4,0,0,10,,,,,
231,Apparel,8790000,128,0,0,284,,,,,
232,Apparel,8800000,16,0,0,32,,,,,
233,Apparel,8990000,1,0,0,2,,,,,
234,Apparel,9000000,4,0,0,10,,,,,
235,Apparel,9490000,28,0,0,62,,,,,
236,Apparel,9510000,61,0,0,172,,,,,
237,Apparel,9600000,13,0,0,28,,,,,
238,Apparel,9990000,18,0,0,46,,,,,
239,Apparel,10500000,7,0,0,16,,,,,
240,Apparel,10630000,302,0,0,844,,,,,
241,Apparel,10990000,226,0,0,476,,,,,
242,Apparel,11000000,6,0,0,14,,,,,
243,Apparel,11190000,128,0,0,354,,,,,
244,Apparel,11750000,46,0,0,122,,,,,
245,Apparel,11890000,35,0,0,94,,,,,
246,Apparel,12000000,18,0,0,48,,,,,
247,Apparel,12310000,98,0,0,230,,,,,
248,Apparel,13200000,17,0,0,34,,,,,
249,Apparel,13290000,215,0,0,567,,,,,
250,Apparel,13430000,22,0,0,46,,,,,
251,Apparel,13590000,590,0,0,1880,,,,,
252,Apparel,13920000,2,0,0,4,,,,,
253,Apparel,13990000,130,0,0,328,,,,,
254,Apparel,14690000,44,0,0,92,,,,,
255,Apparel,15000000,5,0,0,12,,,,,
256,Apparel,15190000,441,0,0,1270,,,,,
257,Apparel,15390000,55,0,0,166,,,,,
258,Apparel,15990000,325,0,0,834,,,,,
259,Apparel,16230000,4,0,0,8,,,,,
260,Apparel,16500000,9,0,0,20,,,,,
261,Apparel,16790000,59,0,0,170,,,,,
262,Apparel,16990000,505,0,0,1597,,,,,
263,Apparel,17400000,1,0,0,2,,,,,
264,Apparel,17490000,23,0,0,48,,,,,
265,Apparel,17590000,54,0,0,164,,,,,
266,Apparel,18990000,331,0,0,956,,,,,
267,Apparel,19030000,6,0,0,12,,,,,
268,Apparel,19190000,173,0,0,412,,,,,
269,Apparel,19590000,12,0,0,26,,,,,
270,Apparel,19990000,239,0,0,690,,,,,
271,Apparel,20990000,40,0,0,98,,,,,
272,Apparel,21270000,1,0,0,2,,,,,
273,Apparel,21990000,32,0,0,106,,,,,
274,Apparel,22000000,4,0,0,8,,,,,
275,Apparel,23190000,6,0,0,12,,,,,
276,Apparel,23760000,16,0,0,34,,,,,
277,Apparel,23790000,2,0,0,12,,,,,
278,Apparel,23990000,97,0,0,244,,,,,
279,Apparel,24490000,4,0,0,10,,,,,
280,Apparel,24640000,19,0,0,42,,,,,
281,Apparel,24990000,48,0,0,156,,,,,
282,Apparel,26000000,10,0,0,20,,,,,
283,Apparel,26400000,10,0,0,20,,,,,
284,Apparel,26590000,1,0,0,12,,,,,
285,Apparel,27190000,72,0,0,154,,,,,
286,Apparel,27500000,1,0,0,2,,,,,
287,Apparel,27990000,17,0,0,36,,,,,
288,Apparel,28000000,10,0,0,20,,,,,
289,Apparel,29110000,4,0,0,8,,,,,
290,Apparel,29700000,2,0,0,4,,,,,
291,Apparel,29990000,44,0,0,114,,,,,
292,Apparel,30000000,6,0,0,12,,,,,
293,Apparel,30390000,89,0,0,194,,,,,
294,Apparel,30790000,24,0,0,48,,,,,
295,Apparel,31350000,39,0,0,108,,,,,
296,Apparel,31990000,47,0,0,114,,,,,
297,Apparel,32470000,1,0,0,4,,,,,
298,Apparel,32490000,2,0,0,6,,,,,
299,Apparel,33000000,1,0,0,2,,,,,
300,Apparel,33590000,282,0,0,760,,,,,
301,Apparel,33990000,13,0,0,32,,,,,
302,Apparel,34990000,21,0,0,56,,,,,
303,Apparel,35200000,11,0,0,24,,,,,
304,Apparel,36390000,28,0,0,70,,,,,
305,Apparel,36990000,1,0,0,2,,,,,
306,Apparel,37200000,11,0,0,22,,,,,
307,Apparel,37490000,4,0,0,8,,,,,
308,Apparel,37990000,16,0,0,34,,,,,
309,Apparel,38490000,6,0,0,12,,,,,
310,Apparel,39190000,43,0,0,94,,,,,
311,Apparel,39990000,40,0,0,106,,,,,
312,Apparel,41590000,44,0,0,102,,,,,
313,Apparel,41990000,89,0,0,220,,,,,
314,Apparel,42000000,6,0,0,12,,,,,
315,Apparel,43990000,3,0,0,6,,,,,
316,Apparel,44000000,20,0,0,46,,,,,
317,Apparel,44790000,239,0,0,600,,,,,
318,Apparel,45490000,2,0,0,4,,,,,
319,Apparel,46500000,3,0,0,6,,,,,
320,Apparel,48000000,11,0,0,24,,,,,
321,Apparel,48990000,10,0,0,22,,,,,
322,Apparel,49990000,3,0,0,8,,,,,
323,Apparel,50390000,1,0,0,2,,,,,
324,Apparel,51990000,22,0,0,52,,,,,
325,Apparel,52070000,29,0,0,62,,,,,
326,Apparel,52490000,18,0,0,38,,,,,
327,Apparel,52500000,3,0,0,6,,,,,
328,Apparel,53190000,2,0,0,4,,,,,
329,Apparel,55000000,6,0,0,12,,,,,
330,Apparel,55430000,19,0,0,40,,,,,
331,Apparel,55990000,132,0,0,338,,,,,
332,Apparel,57990000,2,0,0,4,,,,,
333,Apparel,58790000,17,0,0,38,,,,,
334,Apparel,59990000,113,0,0,252,,,,,
335,Apparel,60000000,3,0,0,6,,,,,
336,Apparel,61590000,54,0,0,112,,,,,
337,Apparel,62990000,2,0,0,14,,,,,
338,Apparel,64990000,2,0,0,4,,,,,
339,Apparel,65090000,14,0,0,38,,,,,
340,Apparel,67190000,58,0,0,132,,,,,
341,Apparel,69290000,7,0,0,16,,,,,
342,Apparel,69990000,3,0,0,6,,,,,
343,Apparel,71990000,7,0,0,16,,,,,
344,Apparel,73490000,2,0,0,4,,,,,
345,Apparel,74390000,4,0,0,8,,,,,
346,Apparel,74990000,50,0,0,120,,,,,
347,Apparel,76990000,18,0,0,38,,,,,
348,Apparel,79190000,37,0,0,82,,,,,
349,Apparel,83990000,9,0,0,20,,,,,
350,Apparel,86390000,1,0,0,2,,,,,
351,Apparel,87990000,18,0,0,42,,,,,
352,Apparel,89990000,1,0,0,2,,,,,
353,Apparel,92990000,4,0,0,10,,,,,
354,Apparel,95990000,10,0,0,22,,,,,
355,Apparel,98990000,10,0,0,20,,,,,
356,Apparel,109990000,5,0,0,10,,,,,
357,Apparel,111990000,4,0,0,8,,,,,
358,Apparel,119990000,4,0,0,10,,,,,
359,Apparel,139990000,1,0,0,2,,,,,
360,Backpacks,38390000,10,0,0,20,,,,,
361,Backpacks,47990000,7,0,0,14,,,,,
362,Backpacks,79990000,17,0,0,34,,,,,
363,Backpacks,99990000,17,0,0,42,,,,,
364,Bags,990000,1,0,0,2,,,,,
365,Bags,2800000,21,0,0,42,,,,,
366,Bags,3500000,32,0,0,68,,,,,
367,Bags,3990000,157,0,0,348,,,,,
368,Bags,4990000,152,0,0,366,,,,,
369,Bags,7990000,22,0,0,44,,,,,
370,Bags,8390000,16,0,0,32,,,,,
371,Bags,8790000,8,0,0,16,,,,,
372,Bags,8990000,1,0,0,2,,,,,
373,Bags,9990000,19,0,0,40,,,,,
374,Bags,10490000,3,0,0,6,,,,,
375,Bags,10990000,8,0,0,16,,,,,
376,Bags,11190000,23,0,0,48,,,,,
377,Bags,11990000,12,0,0,24,,,,,
378,Bags,12310000,4,0,0,8,,,,,
379,Bags,12790000,93,0,0,188,,,,,
380,Bags,13990000,36,0,0,74,,,,,
381,Bags,14990000,9,0,0,18,,,,,
382,Bags,15390000,2,0,0,4,,,,,
383,Bags,15990000,51,0,0,102,,,,,
384,Bags,17590000,22,0,0,44,,,,,
385,Bags,18990000,1,0,0,2,,,,,
386,Bags,19990000,13,0,0,26,,,,,
387,Bags,21990000,5,0,0,10,,,,,
388,Bags,27990000,18,0,0,36,,,,,
389,Bags,34990000,3,0,0,6,,,,,
390,Bags,55990000,42,0,0,86,,,,,
391,Bags,69990000,38,0,0,78,,,,,
392,Bags,79990000,94,0,0,204,,,,,
393,Bags,99990000,67,0,0,146,,,,,
394,Bottles,2390000,35,0,0,72,,,,,
395,Bottles,2990000,46,0,0,96,,,,,
396,Bottles,3990000,31,0,0,64,,,,,
397,Bottles,4990000,33,0,0,68,,,,,
398,Bottles,8990000,1,0,0,2,,,,,
399,Bottles/,2990000,6,14,5,0,35.71,0.0,0.0,105.5,395.0
400,Bottles/,4990000,1,1,0,0,0.0,,0.0,,
401,Bottles/,7990000,1,1,0,0,0.0,,0.0,,
402,Bottles/,9990000,1,3,0,0,0.0,,0.0,,
403,Bottles/,10990000,2,4,0,0,0.0,,0.0,,
404,Bottles/,18990000,3,3,0,0,0.0,,0.0,178.0,
405,Bottles/,24990000,1,1,0,0,0.0,,0.0,,
406,Drinkware,990000,1,0,0,2,,,,,
407,Drinkware,1110000,22,0,0,44,,,,,
408,Drinkware,1390000,22,0,0,44,,,,,
409,Drinkware,1590000,57,0,0,118,,,,,
410,Drinkware,1990000,52,0,0,106,,,,,
411,Drinkware,2390000,132,0,0,354,,,,,
412,Drinkware,2800000,17,0,0,34,,,,,
413,Drinkware,2990000,174,0,0,481,,,,,
414,Drinkware,3500000,20,0,0,40,,,,,
415,Drinkware,4990000,1,0,0,4,,,,,
416,Drinkware,6390000,37,0,0,74,,,,,
417,Drinkware,7190000,51,0,0,104,,,,,
418,Drinkware,7830000,1,0,0,2,,,,,
419,Drinkware,7990000,59,0,0,120,,,,,
420,Drinkware,8790000,21,0,0,42,,,,,
421,Drinkware,8990000,52,0,0,110,,,,,
422,Drinkware,9790000,2,0,0,4,,,,,
423,Drinkware,9990000,20,0,0,40,,,,,
424,Drinkware,10390000,137,0,0,306,,,,,
425,Drinkware,10630000,11,0,0,22,,,,,
426,Drinkware,10990000,11,0,0,22,,,,,
427,Drinkware,11190000,52,0,0,134,,,,,
428,Drinkware,12990000,120,0,0,252,,,,,
429,Drinkware,13290000,2,0,0,4,,,,,
430,Drinkware,13430000,12,0,0,34,,,,,
431,Drinkware,13990000,29,0,0,66,,,,,
432,Drinkware,15190000,87,0,0,180,,,,,
433,Drinkware,15990000,17,0,0,34,,,,,
434,Drinkware,16790000,10,0,0,24,,,,,
435,Drinkware,17590000,20,0,0,50,,,,,
436,Drinkware,18990000,47,0,0,112,,,,,
437,Drinkware,19190000,6,0,0,14,,,,,
438,Drinkware,19990000,194,0,0,410,,,,,
439,Drinkware,21990000,11,0,0,24,,,,,
440,Drinkware,23990000,3,0,0,12,,,,,
441,Drinkware,24990000,106,0,0,232,,,,,
442,Drinkware,27190000,4,0,0,8,,,,,
443,Drinkware,33990000,7,0,0,14,,,,,
444,Electronics,1200000,55,0,0,112,,,,,
445,Electronics,1500000,108,0,0,218,,,,,
446,Electronics,3120000,7,0,0,16,,,,,
447,Electronics,3490000,2,0,0,4,,,,,
448,Electronics,3900000,7,0,0,14,,,,,
449,Electronics,3990000,48,0,0,102,,,,,
450,Electronics,4990000,70,0,0,164,,,,,
451,Electronics,5590000,24,0,0,48,,,,,
452,Electronics,6990000,26,0,0,52,,,,,
453,Electronics,8790000,11,0,0,22,,,,,
454,Electronics,9200000,6,0,0,12,,,,,
455,Electronics,10390000,4,0,0,8,,,,,
456,Electronics,10990000,12,0,0,24,,,,,
457,Electronics,11500000,2,0,0,4,,,,,
458,Electronics,12990000,3,0,0,6,,,,,
459,Electronics,13590000,33,0,0,68,,,,,
460,Electronics,14400000,4,0,0,8,,,,,
461,Electronics,15670000,3,0,0,6,,,,,
462,Electronics,16990000,28,0,0,56,,,,,
463,Electronics,18390000,17,0,0,36,,,,,
464,Electronics,18990000,1,0,0,2,,,,,
465,Electronics,19590000,1,0,0,2,,,,,
466,Electronics,22390000,10,0,0,22,,,,,
467,Electronics,22400000,8,0,0,16,,,,,
468,Electronics,22990000,14,0,0,30,,,,,
